timestamp,heure,date,o3,cellA,cellB,benchT,lampT,o3lamp,flowA,flowB,pression
2026-05-26 15:48:10.599981,15:48:10,26/05/26,39.98,39.0,39.0,25.2,50.2,7.7,798.689,802.238,1013.2
2026-05-26 15:48:11.502919,15:48:11,26/05/26,39.519,39.0,38.0,25.2,49.8,7.4,797.214,796.856,1013.1
2026-05-26 15:48:12.332197,15:48:12,26/05/26,39.289,37.0,39.0,25.2,49.7,7.5,803.923,789.784,1013.7
2026-05-26 15:48:13.401950,15:48:13,26/05/26,40.039,40.0,38.0,25.0,49.3,7.4,797.006,792.723,1013.0
2026-05-26 15:48:14.404894,15:48:14,26/05/26,42.79,41.0,42.0,25.0,49.8,7.4,798.798,806.74,1013.6
2026-05-26 15:48:15.454583,15:48:15,26/05/26,39.092,39.0,39.0,24.6,49.4,7.5,805.521,793.264,1012.9
2026-05-26 15:48:16.353368,15:48:16,26/05/26,42.734,42.0,41.0,25.3,50.4,7.3,792.175,802.888,1013.0
2026-05-26 15:48:17.483423,15:48:17,26/05/26,43.046,42.0,42.0,24.9,50.0,7.4,795.369,799.125,1012.7
2026-05-26 15:48:18.456865,15:48:18,26/05/26,43.205,43.0,42.0,25.1,49.6,7.5,798.571,795.461,1013.0
2026-05-26 15:48:19.522077,15:48:19,26/05/26,40.941,39.0,40.0,24.8,49.8,7.5,797.485,792.342,1012.5
2026-05-26 15:48:20.361667,15:48:20,26/05/26,42.128,41.0,42.0,25.3,49.9,7.6,801.373,799.744,1013.1
2026-05-26 15:48:21.475331,15:48:21,26/05/26,43.55,43.0,43.0,24.8,50.2,7.7,803.645,794.87,1013.0
2026-05-26 15:48:22.426281,15:48:22,26/05/26,41.364,41.0,40.0,25.1,49.8,7.5,805.498,804.032,1012.4
2026-05-26 15:48:23.432171,15:48:23,26/05/26,42.737,42.0,41.0,24.9,49.4,7.5,791.09,802.489,1013.3
2026-05-26 15:48:24.401904,15:48:24,26/05/26,41.252,41.0,40.0,24.6,50.2,7.6,797.879,807.112,1012.9
2026-05-26 15:48:25.490063,15:48:25,26/05/26,42.648,41.0,41.0,24.8,49.9,7.5,800.536,792.238,1013.3
2026-05-26 15:48:26.457296,15:48:26,26/05/26,44.45,43.0,42.0,25.1,49.6,7.5,808.714,798.319,1013.1
2026-05-26 15:48:27.348895,15:48:27,26/05/26,42.816,42.0,42.0,25.2,49.8,7.5,798.683,802.353,1012.2
2026-05-26 15:48:28.434146,15:48:28,26/05/26,43.044,43.0,42.0,24.8,49.5,7.4,796.279,788.891,1012.3
2026-05-26 15:48:29.439366,15:48:29,26/05/26,43.028,43.0,41.0,25.0,50.0,7.3,796.968,796.597,1012.3
2026-05-26 15:48:30.395061,15:48:30,26/05/26,44.393,44.0,43.0,24.8,49.8,7.5,806.95,800.71,1012.5
2026-05-26 15:48:31.511531,15:48:31,26/05/26,44.729,43.0,44.0,25.0,49.5,7.4,791.391,793.571,1013.3
2026-05-26 15:48:32.492405,15:48:32,26/05/26,44.754,43.0,44.0,25.1,49.8,7.7,789.179,799.29,1012.6
2026-05-26 15:48:33.411267,15:48:33,26/05/26,45.623,44.0,44.0,24.9,50.0,7.4,798.012,799.096,1012.8
2026-05-26 15:48:34.539987,15:48:34,26/05/26,45.247,44.0,44.0,24.5,49.5,7.5,807.283,796.205,1012.9
2026-05-26 15:48:35.442575,15:48:35,26/05/26,44.809,44.0,43.0,25.0,50.1,7.5,801.523,806.467,1012.4
2026-05-26 15:48:36.391696,15:48:36,26/05/26,47.202,47.0,45.0,25.0,49.7,7.4,799.855,808.683,1013.4
2026-05-26 15:48:37.369924,15:48:37,26/05/26,45.885,45.0,45.0,25.0,50.4,7.6,802.123,795.525,1012.7
2026-05-26 15:48:38.411861,15:48:38,26/05/26,45.935,45.0,43.0,25.2,49.9,7.5,790.27,797.843,1013.0
